action,technique_id,stakeholder_id,capability,note
prevent,spoofing-of-a-registered-domain,recursive-operators,no,
prevent,spoofing-of-a-registered-domain,network-operators,no,
prevent,spoofing-of-a-registered-domain,application-service-provider,no,
prevent,spoofing-of-a-registered-domain,hosting-provider,yes,not bulletproof
prevent,spoofing-of-a-registered-domain,threat-intelligence-provider,no,
prevent,spoofing-of-a-registered-domain,device-os-and-application-software-developers,yes,
prevent,spoofing-of-a-registered-domain,domain-registrants,no,N/A (registrant is threat actor itself)
prevent,spoofing-of-a-registered-domain,end-user,no,
prevent,spoofing-of-a-registered-domain,law-enforcement-and-public-safety-authorities,yes,
prevent,spoofing-of-a-registered-domain,csirts,yes,share info for awareness
prevent,spoofing-of-a-registered-domain,incident-responder-internal,no,
prevent,dns-tunneling,registrars,no,
prevent,dns-tunneling,registries,no,
prevent,dns-tunneling,authoritative-operators,no,
prevent,dns-tunneling,domain-name-resellers,no,
prevent,dns-tunneling,recursive-operators,yes,"TLS Fingerprinting with JA3 and JA3S, Flow analysis, Zeek"
prevent,dns-tunneling,network-operators,yes,"Flow analysis using NetFlow, Zeek + Threat Intelligence"
prevent,dns-tunneling,application-service-provider,no,
prevent,dns-tunneling,hosting-provider,no,
prevent,dns-tunneling,threat-intelligence-provider,no,
prevent,dns-tunneling,device-os-and-application-software-developers,no,
prevent,dns-tunneling,domain-registrants,no,
prevent,dns-tunneling,end-user,no,
prevent,dns-tunneling,law-enforcement-and-public-safety-authorities,yes,
prevent,dns-tunneling,csirts,yes,cleaning up infected machines and analyzing the malware
prevent,dns-tunneling,incident-responder-internal,no,assuming firewall rule management and such are not AOR of IR
prevent,dns-beacons-c2-communication,registrars,no,
prevent,dns-beacons-c2-communication,registries,no,
prevent,dns-beacons-c2-communication,authoritative-operators,no,
prevent,dns-beacons-c2-communication,domain-name-resellers,no,
prevent,dns-beacons-c2-communication,recursive-operators,yes,"Flow analysis using NetFlow, Zeek"
prevent,dns-beacons-c2-communication,network-operators,yes,"Flow analysis using NetFlow, Zeek + Threat Intelligence"
prevent,dns-beacons-c2-communication,application-service-provider,no,
prevent,dns-beacons-c2-communication,hosting-provider,no,
prevent,dns-beacons-c2-communication,threat-intelligence-provider,no,
prevent,dns-beacons-c2-communication,device-os-and-application-software-developers,no,
prevent,dns-beacons-c2-communication,domain-registrants,no,
prevent,dns-beacons-c2-communication,end-user,no,
prevent,dns-beacons-c2-communication,law-enforcement-and-public-safety-authorities,yes,
prevent,dns-beacons-c2-communication,csirts,yes,cleaning up infected machines and analyzing the malware
prevent,dns-beacons-c2-communication,incident-responder-internal,no,
